price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand,NFC_encoded,memory_card_support_encoded,5G_encoded,os_version_major,os_version_minor,os_version_patch,RAM Tier_encoded
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,888.0,8.0,2.84,flagship,12.0,512.0,flagship,4500.0,30,6.5,1644.0,3840.0,120.0,no notch,12.0,3.0,8.0,1.0,yes,1024.0,android,11,sony,1,1,1,11,0,0,4.0
expensive,88.0,yes,yes,no,no,yes,no,snapdragon,855.0,8.0,2.8,unknown,8.0,256.0,high-end,4000.0,27,6.39,1080.0,2340.0,60.0,no notch,48.0,3.0,20.0,1.0,no,1024.0,android,9.0,xiaomi,1,0,0,9,0,0,3.0
expensive,84.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,3.2,flagship,8.0,128.0,high-end,5750.0,80,6.8,1116.0,2480.0,120.0,no notch,50.0,3.0,16.0,1.0,yes,1024.0,android,12,nubia,1,1,1,12,0,0,3.0
non-expensive,82.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,8.0,128.0,high-end,5000.0,33,6.5,1080.0,2400.0,90.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,11,realme,0,1,1,11,0,0,3.0
non-expensive,79.0,yes,yes,no,no,no,no,helio,80.0,8.0,2.4,unknown,6.0,128.0,mid-range,5750.0,15,6.4,1080.0,2400.0,90.0,water drop notch,64.0,1.0,20.0,1.0,yes,1024.0,android,11,samsung,0,1,0,11,0,0,2.0
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,3.2,flagship,12.0,256.0,flagship,4800.0,66,8.03,1916.0,2160.0,120.0,no notch,50.0,0.0,16.0,0.0,yes,1024.0,android,12,vivo,1,1,1,12,0,0,4.0
non-expensive,62.25,yes,yes,no,no,no,no,helio,22.0,4.0,2.4,unknown,2.0,32.0,budget,5000.0,10,6.52,720.0,1600.0,60.0,water drop notch,8.0,2.0,5.0,1.0,yes,512.0,android,12,xiaomi,0,1,0,12,0,0,1.0
expensive,73.0,yes,yes,no,no,yes,no,bionic,13.0,6.0,2.65,unknown,4.0,64.0,mid-range,3750.0,0,6.1,828.0,1792.0,60.0,large notch,12.0,2.0,12.0,1.0,no,1024.0,ios,13,apple,1,0,0,13,0,0,2.0
non-expensive,79.0,yes,yes,no,no,yes,no,snapdragon,680.0,8.0,2.4,mid-range,6.0,128.0,mid-range,5000.0,33,6.6,2460.0,1080.0,90.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,motorola,1,1,0,12,0,0,2.0
non-expensive,74.0,yes,yes,no,no,no,no,other,612.0,8.0,1.82,unknown,4.0,128.0,mid-range,5000.0,18,6.6,1080.0,2408.0,60.0,water drop notch,50.0,3.0,8.0,1.0,yes,1024.0,android,11,realme narzo,0,1,0,11,0,0,2.0
non-expensive,66.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,4230.0,0,6.52,720.0,1600.0,60.0,water drop notch,13.0,1.0,5.0,1.0,yes,256.0,android,11,oppo,0,1,0,11,0,0,2.0
non-expensive,64.0,yes,yes,no,no,no,no,helio,25.0,8.0,1.8,unknown,4.0,64.0,mid-range,5000.0,0,6.52,720.0,1600.0,60.0,water drop notch,16.0,2.0,8.0,1.0,yes,256.0,android,11,tecno,0,1,0,11,0,0,2.0
non-expensive,83.0,yes,yes,yes,no,no,no,snapdragon,6.0,8.0,2.2,mid-range,8.0,128.0,high-end,4800.0,67,6.58,1080.0,2400.0,120.0,punch hole,64.0,3.0,32.0,1.0,yes,1024.0,android,13,oppo,0,1,1,13,0,0,3.0
non-expensive,75.0,yes,yes,yes,no,no,no,dimensity,700.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,15,6.5,720.0,1600.0,90.0,water drop notch,50.0,2.0,5.0,1.0,yes,1024.0,android,12,samsung,0,1,1,12,0,0,2.0
non-expensive,83.0,yes,yes,yes,no,yes,yes,snapdragon,778.0,8.0,2.4,unknown,6.0,128.0,mid-range,4250.0,33,6.55,1080.0,2400.0,90.0,punch hole,64.0,3.0,20.0,1.0,yes,1024.0,android,11,xiaomi,1,1,1,11,0,0,2.0
non-expensive,75.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,18,6.5,1080.0,2400.0,90.0,punch hole,48.0,3.0,16.0,1.0,yes,1024.0,android,11,realme,0,1,1,11,0,0,2.0
expensive,75.0,yes,yes,yes,no,yes,no,bionic,16.0,8.0,2.4,unknown,8.0,128.0,high-end,5000.0,0,6.58,1080.0,2400.0,90.0,unknown,50.0,0.0,16.0,0.0,yes,1024.0,android,12,apple,1,1,1,12,0,0,3.0
non-expensive,70.0,yes,yes,no,no,no,no,helio,85.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,0,6.71,720.0,1650.0,60.0,water drop notch,50.0,1.0,5.0,1.0,yes,512.0,android,12,poco,0,1,0,12,0,0,2.0
non-expensive,82.0,yes,yes,no,no,no,no,snapdragon,730.0,8.0,2.2,unknown,8.0,128.0,high-end,4000.0,30,6.4,1080.0,2340.0,60.0,water drop notch,64.0,1.0,32.0,1.0,yes,256.0,android,9.0,oppo,0,1,0,9,0,0,3.0
non-expensive,75.0,yes,yes,no,no,no,yes,snapdragon,720.0,8.0,2.3,high-end,4.0,64.0,mid-range,5020.0,18,6.67,1080.0,2400.0,60.0,punch hole,48.0,1.0,16.0,1.0,yes,512.0,android,10.0,xiaomi,0,1,0,10,0,0,2.0
expensive,83.0,yes,yes,yes,no,yes,no,bionic,15.0,6.0,3.22,unknown,6.0,256.0,mid-range,4325.0,0,6.7,1284.0,2778.0,60.0,small notch,12.0,2.0,12.0,1.0,no,1024.0,ios,16,apple,1,0,1,16,0,0,2.0
expensive,84.0,yes,yes,yes,no,no,yes,snapdragon,870.0,8.0,3.2,flagship,12.0,256.0,flagship,4700.0,80,6.62,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,0,1,1,12,0,0,4.0
non-expensive,73.0,yes,yes,no,no,no,no,snapdragon,665.0,8.0,2.4,mid-range,4.0,64.0,mid-range,4500.0,65,6.3,1080.0,2400.0,60.0,punch hole,48.0,1.0,13.0,1.0,yes,256.0,android,10,oneplus,0,1,0,10,0,0,2.0
non-expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,750.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,25,6.6,1080.0,2408.0,120.0,water drop notch,50.0,3.0,8.0,1.0,yes,1024.0,android,12,samsung,1,1,1,12,0,0,2.0
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,2.4,unknown,12.0,512.0,flagship,5000.0,80,6.7,1440.0,3216.0,120.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,4.0
non-expensive,74.0,yes,yes,no,no,no,no,helio,99.0,8.0,2.2,mid-range,8.0,256.0,high-end,5750.0,45,6.66,720.0,1600.0,90.0,water drop notch,50.0,1.0,8.0,1.0,yes,1024.0,android,12,tecno,0,1,0,12,0,0,3.0
expensive,88.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,3.2,flagship,8.0,256.0,high-end,5000.0,120,6.78,1440.0,3200.0,144.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,1,1,1,12,0,0,3.0
non-expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,695.0,8.0,2.2,mid-range,6.0,128.0,mid-range,5000.0,0,6.8,1080.0,2400.0,60.0,punch hole,108.0,3.0,32.0,1.0,yes,1024.0,android,12,motorola,1,1,1,12,0,0,2.0
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,8.0,8.0,3.2,flagship,8.0,128.0,high-end,4450.0,125,6.67,1080.0,2400.0,144.0,punch hole,200.0,3.0,60.0,1.0,yes,1024.0,android,12,motorola,1,1,1,12,0,0,3.0
non-expensive,82.0,yes,yes,no,no,yes,no,snapdragon,680.0,8.0,2.4,unknown,8.0,128.0,high-end,5000.0,40,6.7,1080.0,2388.0,90.0,punch hole,50.0,1.0,8.0,1.0,yes,1024.0,emui,12,huawei,1,1,0,12,0,0,3.0
non-expensive,84.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,8.0,128.0,high-end,4050.0,44,6.44,1080.0,2400.0,60.0,water drop notch,50.0,3.0,44.0,1.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,3.0
expensive,87.0,yes,yes,yes,no,yes,no,dimensity,1200.0,8.0,2.4,unknown,12.0,256.0,flagship,4500.0,65,6.55,1080.0,2400.0,90.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,11,oppo,1,1,1,11,0,0,4.0
non-expensive,62.25,yes,yes,no,no,no,no,helio,25.0,8.0,2.4,unknown,2.0,32.0,budget,5000.0,0,6.53,720.0,1600.0,60.0,water drop notch,13.0,1.0,5.0,1.0,yes,512.0,android,10,xiaomi,0,1,0,10,0,0,1.0
non-expensive,84.0,yes,yes,yes,no,no,no,snapdragon,765.0,8.0,2.4,high-end,8.0,128.0,high-end,4000.0,33,6.44,1080.0,2400.0,60.0,small notch,64.0,3.0,44.0,2.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,3.0
non-expensive,62.25,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,3.0,32.0,budget,5000.0,10,6.51,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,1024.0,android,12,vivo,0,1,0,12,0,0,1.0
non-expensive,84.0,yes,yes,yes,no,no,yes,dimensity,920.0,8.0,2.5,unknown,8.0,128.0,high-end,5100.0,120,6.73,1080.0,2400.0,120.0,punch hole,108.0,3.0,32.0,1.0,yes,1024.0,android,13,poco,0,1,1,13,0,0,3.0
non-expensive,82.0,yes,yes,yes,no,no,no,snapdragon,695.0,8.0,2.2,mid-range,8.0,256.0,high-end,4500.0,33,6.43,1080.0,2400.0,60.0,punch hole,48.0,2.0,16.0,1.0,yes,1024.0,android,11,oppo,0,1,1,11,0,0,3.0
expensive,85.0,yes,yes,yes,no,yes,no,dimensity,2122.5,8.0,2.85,unknown,8.0,128.0,high-end,5000.0,80,6.7,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,3.0
expensive,83.0,yes,yes,yes,no,yes,no,other,1215.9783989834816,8.0,2.4,unknown,16.0,512.0,flagship,5000.0,120,6.73,1080.0,2448.0,165.0,no notch,50.0,3.0,32.0,1.0,no,1024.0,android,13,tesla,1,0,1,13,0,0,4.0
non-expensive,71.0,yes,yes,no,no,no,no,exynos,850.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,15,6.5,720.0,1600.0,90.0,water drop notch,50.0,3.0,5.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,2.0
non-expensive,75.0,yes,yes,no,no,no,no,helio,85.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,20,6.47,1080.0,2400.0,60.0,punch hole,50.0,3.0,13.0,1.0,yes,1024.0,android,11,motorola,0,1,0,11,0,0,2.0
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,8.0,8.0,3.2,unknown,12.0,1024.0,flagship,4400.0,25,7.6,1812.0,2176.0,120.0,punch hole,50.0,0.0,16.0,0.0,yes,1024.0,android,12,samsung,1,1,1,12,0,0,4.0
non-expensive,84.0,yes,yes,no,no,no,no,helio,95.0,8.0,2.05,unknown,8.0,256.0,high-end,4700.0,33,6.7,1080.0,2340.0,90.0,punch hole,50.0,3.0,48.0,2.0,yes,1024.0,android,12,tecno,0,1,0,12,0,0,3.0
non-expensive,84.0,yes,yes,yes,no,yes,no,dimensity,1300.0,8.0,2.4,unknown,8.0,128.0,high-end,4500.0,80,6.43,1080.0,2400.0,90.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,3.0
expensive,86.0,yes,yes,yes,no,yes,no,dimensity,2122.5,8.0,2.85,unknown,12.0,256.0,flagship,4500.0,80,6.7,1080.0,2412.0,120.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,12,oppo,1,1,1,12,0,0,4.0
non-expensive,82.0,yes,yes,no,no,no,no,snapdragon,680.0,8.0,2.4,mid-range,8.0,128.0,high-end,5000.0,44,6.44,1080.0,2408.0,60.0,water drop notch,50.0,3.0,16.0,1.0,yes,1024.0,android,12,vivo,0,1,0,12,0,0,3.0
non-expensive,82.0,yes,yes,yes,no,no,no,exynos,1330.0,8.0,2.4,unknown,8.0,128.0,high-end,5000.0,15,6.6,1080.0,2408.0,90.0,water drop notch,50.0,3.0,13.0,1.0,yes,1024.0,android,13,samsung,0,1,1,13,0,0,3.0
non-expensive,77.0,yes,yes,yes,no,no,yes,dimensity,810.0,8.0,2.4,unknown,4.0,128.0,mid-range,5000.0,33,6.6,1080.0,2400.0,90.0,punch hole,50.0,2.0,16.0,1.0,yes,512.0,android,11,xiaomi,0,1,1,11,0,0,2.0
non-expensive,74.0,yes,yes,no,no,no,yes,helio,99.0,8.0,2.2,mid-range,4.0,64.0,mid-range,5000.0,18,6.58,1080.0,2400.0,90.0,water drop notch,50.0,3.0,8.0,1.0,yes,512.0,android,12,xiaomi,0,1,0,12,0,0,2.0
non-expensive,81.0,yes,yes,yes,no,no,no,snapdragon,870.0,8.0,3.2,flagship,8.0,128.0,high-end,5000.0,80,6.62,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,0,1,1,12,0,0,3.0
non-expensive,82.0,yes,yes,no,no,no,no,helio,96.0,8.0,2.05,unknown,8.0,128.0,high-end,4050.0,44,6.44,1080.0,2400.0,60.0,water drop notch,50.0,3.0,44.0,1.0,yes,1024.0,android,12,vivo,0,1,0,12,0,0,3.0
non-expensive,75.0,yes,yes,no,no,no,no,other,2.0,8.0,2.4,unknown,4.0,128.0,mid-range,5000.0,25,6.6,1080.0,2408.0,60.0,water drop notch,50.0,1.0,8.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,2.0
expensive,86.0,yes,yes,yes,no,no,no,dimensity,1300.0,8.0,2.4,unknown,12.0,256.0,flagship,4830.0,66,6.56,1080.0,2376.0,120.0,punch hole,64.0,3.0,32.0,1.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,4.0
non-expensive,73.0,yes,yes,no,no,no,no,other,612.0,8.0,1.82,unknown,4.0,64.0,mid-range,5000.0,18,6.6,1080.0,2408.0,60.0,water drop notch,50.0,3.0,8.0,1.0,yes,1024.0,android,11,realme narzo,0,1,0,11,0,0,2.0
expensive,88.0,yes,yes,yes,no,yes,no,exynos,2100.0,8.0,2.9,unknown,8.0,128.0,high-end,4000.0,25,6.2,1080.0,2400.0,120.0,punch hole,64.0,3.0,10.0,1.0,yes,1024.0,android,12,samsung,1,1,1,12,0,0,3.0
non-expensive,79.0,yes,yes,yes,no,no,no,dimensity,700.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,15,6.6,1080.0,2408.0,90.0,water drop notch,48.0,3.0,8.0,1.0,yes,1024.0,android,11,samsung,0,1,1,11,0,0,2.0
non-expensive,79.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,6.0,128.0,mid-range,5000.0,33,6.6,1080.0,2400.0,90.0,punch hole,48.0,3.0,16.0,1.0,yes,1024.0,android,11,realme narzo,0,1,1,11,0,0,2.0
non-expensive,80.0,yes,yes,no,no,no,no,other,1.0,8.0,2.4,unknown,0.5,4.0,budget,3750.0,0,1.8,480.0,640.0,60.0,no notch,2.0,1.0,16.0,0.0,yes,48.0,android,12,blackzone,0,1,0,12,0,0,1.0
non-expensive,86.0,yes,yes,yes,no,yes,no,snapdragon,870.0,8.0,3.2,unknown,12.0,256.0,flagship,4500.0,67,6.67,1080.0,2400.0,120.0,punch hole,64.0,3.0,20.0,1.0,yes,1024.0,android,12,poco,1,1,1,12,0,0,4.0
expensive,83.0,yes,yes,yes,no,yes,no,bionic,15.0,6.0,3.22,unknown,6.0,512.0,mid-range,4325.0,0,6.7,1284.0,2778.0,60.0,small notch,12.0,2.0,12.0,1.0,no,1024.0,ios,16,apple,1,0,1,16,0,0,2.0
non-expensive,74.0,yes,yes,no,no,no,no,helio,96.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,33,6.6,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,256.0,android,11,realme narzo,0,1,0,11,0,0,2.0
expensive,78.0,yes,yes,no,no,yes,no,snapdragon,710.0,8.0,2.2,high-end,6.0,128.0,mid-range,3750.0,0,6.4,1080.0,2340.0,60.0,punch hole,24.0,3.0,24.0,1.0,yes,512.0,android,9.0,samsung,1,1,0,9,0,0,2.0
non-expensive,62.25,yes,yes,no,no,no,no,helio,22.0,4.0,2.4,unknown,3.0,32.0,budget,5000.0,10,6.52,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,512.0,android,12,poco,0,1,0,12,0,0,1.0
expensive,86.0,yes,yes,yes,no,yes,no,snapdragon,8.0,8.0,3.2,unknown,12.0,256.0,flagship,5000.0,135,6.8,1080.0,2400.0,120.0,no notch,64.0,3.0,8.0,1.0,yes,1024.0,android,12,nubia,1,1,1,12,0,0,4.0
non-expensive,82.0,yes,yes,yes,no,no,no,snapdragon,778.0,8.0,2.4,unknown,8.0,128.0,high-end,5000.0,30,6.6,1080.0,2412.0,144.0,punch hole,48.0,3.0,16.0,1.0,yes,1024.0,android,11,realme,0,1,1,11,0,0,3.0
non-expensive,78.0,yes,yes,yes,no,no,yes,dimensity,720.0,8.0,2.4,unknown,6.0,64.0,mid-range,5000.0,33,6.52,1080.0,2400.0,90.0,punch hole,64.0,3.0,16.0,1.0,yes,512.0,android,12,xiaomi,0,1,1,12,0,0,2.0
non-expensive,86.0,yes,yes,yes,no,no,yes,dimensity,1080.0,8.0,2.6,unknown,8.0,256.0,high-end,4980.0,120,6.67,1080.0,2400.0,120.0,punch hole,200.0,3.0,16.0,1.0,no,1024.0,android,12,xiaomi,0,0,1,12,0,0,3.0
non-expensive,80.0,yes,yes,no,no,no,no,snapdragon,215.0,4.0,1.3,unknown,4.0,4.0,mid-range,3750.0,0,2.7,240.0,320.0,60.0,no notch,50.0,0.0,16.0,0.0,yes,1024.0,android,12,nokia,0,1,0,12,0,0,2.0
expensive,85.0,yes,yes,yes,no,yes,no,snapdragon,870.0,8.0,3.2,unknown,8.0,128.0,high-end,4500.0,65,6.55,1080.0,2400.0,120.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,12,realme,1,1,1,12,0,0,3.0
non-expensive,72.0,yes,yes,no,no,no,no,snapdragon,675.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,18,6.53,1080.0,2340.0,60.0,water drop notch,16.0,3.0,16.0,1.0,yes,256.0,android,9.0,vivo,0,1,0,9,0,0,2.0
non-expensive,85.0,yes,yes,yes,no,yes,yes,snapdragon,1215.9783989834816,8.0,2.4,high-end,8.0,128.0,high-end,4500.0,67,6.55,1080.0,2400.0,120.0,punch hole,50.0,3.0,32.0,2.0,yes,1024.0,android,12,xiaomi,1,1,1,12,0,0,3.0
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,8.0,8.0,3.2,flagship,12.0,256.0,flagship,4730.0,80,8.03,1916.0,2160.0,120.0,punch hole,50.0,0.0,16.0,0.0,yes,1024.0,android,12,vivo,1,1,1,12,0,0,4.0
non-expensive,80.0,yes,no,no,no,no,no,other,2122.5,8.0,2.4,unknown,0.5,4.0,budget,3750.0,0,2.8,240.0,320.0,60.0,no notch,3.0,1.0,16.0,0.0,yes,64.0,android,12,dizo,0,1,0,12,0,0,1.0
expensive,89.0,yes,yes,yes,no,yes,no,exynos,990.0,8.0,2.73,unknown,8.0,128.0,high-end,4000.0,25,6.2,1440.0,3200.0,60.0,punch hole,64.0,3.0,10.0,1.0,yes,1024.0,android,10.0,samsung,1,1,1,10,0,0,3.0
non-expensive,77.0,yes,yes,no,no,no,no,snapdragon,732.0,8.0,2.3,unknown,4.0,64.0,mid-range,5750.0,20,6.78,1080.0,2460.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,256.0,android,11,motorola,0,1,0,11,0,0,2.0
expensive,83.0,yes,yes,yes,no,yes,no,dimensity,2122.5,8.0,2.85,unknown,8.0,128.0,high-end,5000.0,80,6.7,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,1,1,1,12,0,0,3.0
non-expensive,78.0,yes,yes,yes,no,no,no,snapdragon,695.0,8.0,2.2,unknown,4.0,128.0,mid-range,5000.0,18,6.58,1080.0,2412.0,120.0,water drop notch,50.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,0,1,1,12,0,0,2.0
non-expensive,81.0,yes,yes,yes,no,yes,no,snapdragon,695.0,8.0,2.2,unknown,6.0,128.0,mid-range,4500.0,20,6.58,1080.0,2400.0,120.0,water drop notch,50.0,3.0,8.0,1.0,yes,1024.0,android,12,nokia,1,1,1,12,0,0,2.0
expensive,80.0,yes,yes,yes,no,yes,no,bionic,15.0,6.0,3.22,unknown,6.0,64.0,unknown,5000.0,0,6.58,1080.0,2400.0,90.0,unknown,50.0,0.0,16.0,0.0,yes,1024.0,android,12,apple,1,1,1,12,0,0,0.0
non-expensive,80.0,yes,yes,no,no,no,no,snapdragon,680.0,8.0,2.4,mid-range,8.0,128.0,high-end,5000.0,33,6.59,1080.0,2412.0,90.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,11,oppo,0,1,0,11,0,0,3.0
non-expensive,72.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,6.0,128.0,mid-range,5000.0,0,6.53,720.0,1600.0,60.0,water drop notch,13.0,2.0,5.0,1.0,yes,512.0,android,11,xiaomi,0,1,0,11,0,0,2.0
expensive,87.0,yes,yes,yes,no,yes,yes,dimensity,2122.5,8.0,2.85,unknown,8.0,128.0,high-end,5000.0,120,6.67,1220.0,2712.0,120.0,punch hole,108.0,3.0,20.0,1.0,yes,1024.0,android,12,xiaomi,1,1,1,12,0,0,3.0
non-expensive,78.0,yes,yes,no,no,no,yes,snapdragon,678.0,8.0,2.2,mid-range,6.0,128.0,mid-range,5000.0,33,6.43,1080.0,2400.0,60.0,punch hole,48.0,1.0,13.0,1.0,yes,512.0,android,11,xiaomi,0,1,0,11,0,0,2.0
non-expensive,62.25,yes,yes,no,no,no,no,snapdragon,615.0,8.0,1.5,mid-range,3.0,32.0,budget,3750.0,0,5.5,1080.0,1920.0,60.0,no notch,13.0,2.0,5.0,1.0,yes,64.0,android,5.1.1,lyf,0,1,0,5,1,1,1.0
non-expensive,79.0,yes,yes,yes,no,no,no,snapdragon,870.0,8.0,3.2,flagship,6.0,128.0,mid-range,5000.0,80,6.62,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,0,1,1,12,0,0,2.0
non-expensive,85.0,yes,yes,yes,no,yes,no,snapdragon,888.0,8.0,2.84,unknown,8.0,128.0,high-end,4500.0,65,6.43,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,1,1,1,12,0,0,3.0
expensive,77.0,yes,yes,yes,no,yes,no,bionic,16.0,6.0,2.4,unknown,6.0,1024.0,mid-range,3750.0,0,6.1,1179.0,2556.0,120.0,no notch,48.0,3.0,12.0,1.0,no,1024.0,ios,16,apple,1,0,1,16,0,0,2.0
non-expensive,79.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,6.0,128.0,mid-range,5000.0,18,6.5,1080.0,2400.0,90.0,punch hole,48.0,3.0,16.0,1.0,yes,1024.0,android,11,realme,0,1,1,11,0,0,2.0
non-expensive,66.0,yes,yes,no,no,no,no,helio,25.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,0,6.53,720.0,1600.0,60.0,water drop notch,13.0,1.0,5.0,1.0,yes,512.0,android,11,xiaomi,0,1,0,11,0,0,2.0
non-expensive,71.0,yes,yes,no,no,no,no,snapdragon,680.0,8.0,2.4,mid-range,4.0,64.0,mid-range,5750.0,18,6.7,720.0,1600.0,60.0,water drop notch,50.0,2.0,5.0,1.0,yes,512.0,android,11,xiaomi,0,1,0,11,0,0,2.0
non-expensive,62.25,yes,yes,no,no,no,no,other,612.0,8.0,1.82,unknown,3.0,32.0,budget,5000.0,0,6.5,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,1024.0,android,11,realme,0,1,0,11,0,0,1.0
non-expensive,80.0,yes,yes,no,no,no,no,unisoc,2122.5,8.0,1.6,unknown,2.0,32.0,budget,5000.0,10,6.5,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,1024.0,android,12,realme,0,1,0,12,0,0,1.0
expensive,76.0,no,yes,yes,no,no,no,snapdragon,775.0,8.0,2.4,high-end,6.0,64.0,mid-range,5750.0,33,6.81,1080.0,2400.0,60.0,punch hole,108.0,1.0,32.0,1.0,yes,1024.0,android,11,nokia,0,1,1,11,0,0,2.0
expensive,85.0,yes,yes,yes,no,yes,no,dimensity,2122.5,8.0,2.85,unknown,8.0,256.0,high-end,4500.0,80,6.7,1080.0,2412.0,120.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,12,oppo,1,1,1,12,0,0,3.0
expensive,84.0,yes,yes,yes,no,no,no,snapdragon,888.0,8.0,2.9,unknown,8.0,128.0,high-end,4350.0,120,6.56,1080.0,2376.0,120.0,punch hole,48.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,0,1,1,12,0,0,3.0
expensive,88.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,2.4,flagship,8.0,256.0,high-end,4700.0,120,6.78,1440.0,3200.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,1,1,1,12,0,0,3.0
non-expensive,70.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,33,6.56,720.0,1600.0,60.0,water drop notch,50.0,1.0,8.0,1.0,yes,1024.0,android,12,oppo,0,1,0,12,0,0,2.0
non-expensive,86.0,yes,yes,yes,no,yes,no,snapdragon,778.0,8.0,2.5,high-end,8.0,256.0,high-end,4500.0,33,6.55,1080.0,2400.0,120.0,punch hole,50.0,2.0,16.0,1.0,yes,1024.0,android,12,nothing,1,1,1,12,0,0,3.0
non-expensive,79.0,yes,yes,no,no,no,no,helio,96.0,8.0,2.05,unknown,8.0,128.0,high-end,5000.0,33,6.7,1080.0,2400.0,60.0,punch hole,50.0,2.0,16.0,1.0,yes,1024.0,android,12,infinix,0,1,0,12,0,0,3.0
expensive,85.0,yes,yes,yes,no,yes,no,snapdragon,888.0,8.0,2.84,unknown,8.0,128.0,high-end,4500.0,0,6.62,1080.0,2400.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,3.0
